Wavelength,Intensity
1180,0.000007755
1182,0.00000794
1184,0.000008235
1186,0.000008395
1188,0.00000859
1190,0.000008675
1192,0.000008715
1194,0.000008975
1196,0.000008945
1198,0.000009235
1200,0.00000923
1202,0.00000931
1204,0.000009535
1206,0.000009705
1208,0.0000097
1210,0.000009825
1212,0.00001005
1214,0.00001012
1216,0.00001016
1218,0.00001033
1220,0.00001045
1222,0.00001053
1224,0.00001065
1226,0.00001076
1228,0.00001088
1230,0.00001079
1232,0.00001097
1234,0.00001103
1236,0.00001122
1238,0.00001123
1240,0.00001142
1242,0.00001148
1244,0.00001157
1246,0.00001165
1248,0.00001168
1250,0.00001172
1252,0.00001198
1254,0.00001214
1256,0.00001208
1258,0.00001209
1260,0.00001228
1262,0.00001231
1264,0.00001243
1266,0.00001245
1268,0.0000126
1270,0.00001276
1272,0.00001279
1274,0.00001294
1276,0.00001306
1278,0.00001322
1280,0.00001317
1282,0.00001322
1284,0.00001325
1286,0.00001334
1288,0.00001339
1290,0.00001339
1292,0.00001362
1294,0.00001352
1296,0.00001358
1298,0.00001378
1300,0.00001381
1302,0.00001388
1304,0.00001384
1306,0.00001379
1308,0.00001398
1310,0.00001379
1312,0.00001398
1314,0.00001397
1316,0.00001389
1318,0.00001387
1320,0.00001389
1322,0.00001391
1324,0.00001405
1326,0.00001399
1328,0.00001403
1330,0.0000138
1332,0.00001369
1334,0.00001381
1336,0.00001379
1338,0.00001384
1340,0.00001365
1342,0.0000137
1344,0.00001362
1346,0.00001345
1348,0.00001341
1350,0.00001331
1352,0.00001301
1354,0.0000126
1356,0.00001248
1358,0.00001241
1360,0.00001231
1362,0.00001241
1364,0.00001245
1366,0.0000125
1368,0.00001264
1370,0.00001286
1372,0.00001312
1374,0.00001305
1376,0.00001284
1378,0.00001284
1380,0.00001304
1382,0.00001293
1384,0.00001317
1386,0.00001337
1388,0.00001381
1390,0.00001406
1392,0.00001433
1394,0.00001448
1396,0.00001466
1398,0.00001475
1400,0.00001498
1402,0.00001504
1404,0.00001544
1406,0.00001548
1408,0.00001576
1410,0.00001592
1412,0.00001612
1414,0.00001624
1416,0.00001649
1418,0.00001669
1420,0.0000168
1422,0.00001684
1424,0.00001681
1426,0.0000169
1428,0.00001673
1430,0.00001667
1432,0.00001658
1434,0.00001659
1436,0.00001647
1438,0.00001651
1440,0.00001639
1442,0.00001624
1444,0.00001583
1446,0.00001566
1448,0.00001554
1450,0.00001528
1452,0.00001509
1454,0.00001493
1456,0.00001482
1458,0.00001438
1460,0.00001406
1462,0.00001389
1464,0.00001353
1466,0.00001331
1468,0.00001324
1470,0.00001298
1472,0.00001276
1474,0.0000125
1476,0.00001203
1478,0.00001205
1480,0.00001175
1482,0.00001167
1484,0.00001148
1486,0.00001123
1488,0.00001125
1490,0.00001119
1492,0.00001104
1494,0.00001073
1496,0.0000108
1498,0.00001061
1500,0.00001044
1502,0.00001034
1504,0.00001024
1506,0.00001021
1508,0.0000102
1510,0.00001017
1512,0.00001002
1514,0.00001008
1516,0.00000987
1518,0.00000992
1520,0.000009985
1522,0.00001004
1524,0.00001024
1526,0.00001043
1528,0.00001059
1530,0.00001082
1532,0.00001116
1534,0.00001136
1536,0.00001132
1538,0.00001123
1540,0.0000109
1542,0.00001062
1544,0.00001037
1546,0.00001029
1548,0.00001019
1550,0.0000102
1552,0.00001008
1554,0.000009735
1556,0.00000957
1558,0.00000945
1560,0.00000924
1562,0.000009155
1564,0.000008885
1566,0.000008635
1568,0.00000853
1570,0.00000846
1572,0.00000849
1574,0.000008215
1576,0.00000831
1578,0.00000813
1580,0.000007995
1582,0.000007915
1584,0.000008055
1586,0.000007855
1588,0.00000782
1590,0.000007875
1592,0.000007615
1594,0.000007595
1596,0.000007645
1598,0.00000757
1600,0.000007415
1602,0.000007355
1604,0.00000747
1606,0.000007285
1608,0.000007375
1610,0.00000745
1612,0.00000723
1614,0.000007185
1616,0.000007215
1618,0.00000709
1620,0.000006895
1622,0.00000687
1624,0.00000689
1626,0.000006655
1628,0.00000672
1630,0.0000067
1632,0.000006745
1634,0.000006475
1636,0.00000643
1638,0.000006515
1640,0.00000634
1642,0.000006265
1644,0.00000636
1646,0.000006015
1648,0.00000604
1650,0.00000613
1652,0.000006105
1654,0.00000592
1656,0.000005835
1658,0.000005905
1660,0.0000057
1662,0.000005595
1664,0.000005665
1666,0.000005445
1668,0.000005405
1670,0.000005135
1672,0.000004885
1674,0.000004785
1676,0.000004475
1678,0.000004285
1680,0.00000395
1682,0.000003545
1684,0.000003225
1686,0.00000287
1688,0.000002755
1690,0.000002325
1692,0.000002195
1694,0.00000188
1696,0.000001895
1698,0.00000154
1700,0.000001555
